client_id,age,sexe,zone,secteur,region,revenu_declare,anciennete_mois,defaut_90j,gt_C_star,gt_income_stab,gt_distress,gt_hidden_support,gt_camf_intensity,gt_p_mensonge,gt_defaut_true,gt_revenu_reel
510,34,F,semi_urbaine,formel,Nord-Ouest,108000.0,52,0,0.8949,-0.2417,0.1356,1.9181,0.5972,0.2828,0,106000.0
511,28,M,urbaine,informel,Sud,213000.0,59,0,0.0312,1.2523,0.6038,-0.1263,0.7123,0.3359,0,195000.0
512,34,M,urbaine,informel,Adamaoua,132000.0,5,1,-0.2128,0.0758,0.3783,1.331,0.3207,0.3159,1,125000.0
513,35,M,semi_urbaine,informel,Est,160000.0,31,0,-0.13,0.6698,-0.2816,-1.2881,0.885,0.2189,0,160000.0
514,29,M,semi_urbaine,informel,Extrême-Nord,184000.0,43,0,-0.0429,0.4018,1.8621,2.9881,0.8172,0.869,0,144000.0
515,32,M,semi_urbaine,informel,Nord,123000.0,38,0,-0.3702,-0.0353,0.3001,-0.0733,0.8148,0.5026,0,118000.0
516,19,F,urbaine,informel,Sud-Ouest,130000.0,87,1,-1.0141,-0.3483,2.0681,0.7072,0.7099,0.7344,1,99000.0
517,35,M,urbaine,informel,Adamaoua,185000.0,86,0,0.923,0.8316,0.5885,0.8663,0.3789,0.4002,0,170000.0
518,26,F,semi_urbaine,formel,Sud-Ouest,252000.0,68,0,-0.1023,1.7623,0.7852,-0.1974,0.6837,0.398,0,226000.0
519,30,F,urbaine,informel,Sud,218000.0,34,0,-0.2684,1.0842,1.1734,0.819,0.5787,0.5873,0,185000.0
520,22,M,urbaine,informel,Littoral,49000.0,5,1,-0.253,-1.1855,-0.1728,0.871,0.7574,0.1973,1,49000.0
521,19,F,urbaine,informel,Est,228000.0,72,0,0.2675,1.3049,1.0076,-0.7131,0.7021,0.3544,0,198000.0
522,33,F,urbaine,informel,Extrême-Nord,136000.0,84,0,-2.0624,-0.3579,2.5583,-0.7013,0.65,0.8723,0,99000.0
523,26,F,semi_urbaine,formel,Nord,117000.0,47,0,0.0417,-0.155,0.3539,0.3453,0.5115,0.2752,0,111000.0
524,20,M,semi_urbaine,formel,Sud,169000.0,79,0,0.3598,0.4307,1.05,0.1845,0.7437,0.5534,0,146000.0
525,29,F,semi_urbaine,informel,Sud-Ouest,204000.0,89,0,0.4287,0.8311,1.3242,1.6931,0.6546,0.7649,0,170000.0
526,18,F,urbaine,formel,Littoral,201000.0,52,0,0.2492,1.1405,0.4616,0.7027,0.7726,0.3607,0,188000.0
527,26,M,urbaine,formel,Adamaoua,148000.0,20,0,0.152,0.3446,0.3308,-0.0704,0.7216,0.3128,0,141000.0
528,30,F,urbaine,formel,Adamaoua,227000.0,3,0,0.9424,1.4377,0.6726,0.6061,0.6263,0.773,0,206000.0
529,30,M,urbaine,informel,Adamaoua,156000.0,72,0,-1.5238,0.1399,1.4183,-2.0467,0.7752,0.5989,0,128000.0
530,26,M,urbaine,informel,Nord,86000.0,54,0,0.0262,-0.573,-0.7189,-0.6153,0.6662,0.091,0,86000.0
531,24,M,urbaine,formel,Ouest,120000.0,15,0,0.0385,-0.108,0.371,0.2878,0.6185,0.2433,0,114000.0
532,33,F,urbaine,formel,Centre,181000.0,6,0,0.771,1.0102,-0.1061,1.1154,0.3898,0.3859,0,181000.0
533,21,F,urbaine,informel,Nord-Ouest,119000.0,93,1,-0.4332,-0.0825,0.2146,0.1998,0.5308,0.1703,1,115000.0
534,19,F,semi_urbaine,formel,Nord,90000.0,31,0,-0.6683,-0.7755,1.457,1.7582,0.8051,0.3917,0,73000.0
535,20,M,urbaine,informel,Adamaoua,171000.0,32,0,0.3495,0.8472,-0.0697,0.8679,0.8172,0.4016,0,171000.0
536,32,F,urbaine,informel,Adamaoua,91000.0,60,0,-0.2906,-0.4803,-0.7694,-0.4883,0.6266,0.1352,0,91000.0
537,26,F,semi_urbaine,formel,Littoral,285000.0,35,0,0.0383,2.1921,0.8868,0.16,0.4553,0.3617,0,252000.0
538,18,F,semi_urbaine,informel,Est,36000.0,87,0,0.6132,-1.403,-0.763,0.7084,0.787,0.2606,0,36000.0
539,21,M,semi_urbaine,formel,Littoral,145000.0,65,0,1.1266,0.4193,-1.8433,-0.1486,0.423,0.0326,0,145000.0
540,18,F,urbaine,formel,Sud-Ouest,132000.0,34,0,-0.1414,-0.1,1.0361,1.5313,0.6393,0.2229,0,114000.0
541,32,M,semi_urbaine,informel,Sud-Ouest,69000.0,26,1,-1.1179,-0.9754,0.7752,-0.8087,0.5822,0.2431,0,61000.0
542,26,F,urbaine,informel,Est,106000.0,82,0,-0.5347,-0.4868,1.1139,0.3161,0.7061,0.587,0,91000.0
543,19,F,urbaine,informel,Extrême-Nord,232000.0,57,0,1.2641,1.7706,0.1842,0.7354,0.6329,0.3365,0,226000.0
544,21,F,urbaine,formel,Adamaoua,165000.0,88,0,1.5125,0.7434,-1.3186,-0.3134,0.3289,0.052,0,165000.0
545,29,M,urbaine,formel,Sud,108000.0,33,0,0.3886,-0.1917,-1.0931,-0.5388,0.4632,0.0484,0,108000.0
546,28,F,urbaine,informel,Adamaoua,32000.0,2,1,-1.7304,-1.8286,0.3523,-0.0761,0.6224,0.3004,1,30000.0
547,32,F,urbaine,informel,Adamaoua,30000.0,86,0,-0.3477,-1.7214,-0.6281,0.812,0.7216,0.29,0,30000.0
548,18,M,semi_urbaine,informel,Adamaoua,100000.0,23,0,-1.0685,-0.5365,0.9519,-0.1998,0.7244,0.3442,0,88000.0
549,19,M,urbaine,formel,Sud-Ouest,118000.0,81,0,0.0791,-0.0337,-0.3779,-1.0689,0.4226,0.1153,0,118000.0
550,18,M,urbaine,informel,Nord,119000.0,68,1,0.0721,-0.2241,0.7754,1.1506,0.4517,0.2657,0,107000.0
551,25,M,urbaine,informel,Est,33000.0,23,0,-1.2637,-2.2722,0.739,0.3993,0.4193,0.3646,0,30000.0
552,31,F,urbaine,informel,Nord-Ouest,133000.0,72,0,-0.0701,-0.0917,1.0493,1.0079,0.8124,0.5367,0,114000.0
553,29,M,urbaine,formel,Est,238000.0,8,0,0.2314,1.6277,0.6364,0.7593,0.6846,0.6322,0,218000.0
554,21,F,urbaine,informel,Sud,227000.0,38,0,0.543,1.6228,0.3002,2.1799,0.7204,0.3545,0,217000.0
555,29,M,urbaine,formel,Est,44000.0,34,0,-0.8363,-1.2944,0.2513,1.115,0.3366,0.2486,0,42000.0
556,29,M,semi_urbaine,informel,Nord-Ouest,81000.0,63,0,-1.4447,-0.8014,0.8855,-0.4241,0.7473,0.578,0,72000.0
557,21,M,semi_urbaine,informel,Nord-Ouest,69000.0,51,0,0.6152,-0.8542,-1.7541,0.7703,0.874,0.1033,0,69000.0
558,31,M,urbaine,informel,Littoral,153000.0,59,0,-0.6529,0.1457,1.2619,-0.5575,0.5768,0.4475,0,129000.0
559,25,M,semi_urbaine,informel,Sud,53000.0,46,0,-1.1342,-1.2198,0.813,-0.1541,0.8154,0.7527,0,47000.0
560,19,M,semi_urbaine,informel,Nord-Ouest,262000.0,71,0,0.6818,1.6823,1.2293,-1.1125,0.8264,0.5229,0,221000.0
561,25,M,semi_urbaine,informel,Nord-Ouest,123000.0,16,0,0.4302,0.0435,-0.6375,0.0139,0.7469,0.1928,0,123000.0
562,31,F,semi_urbaine,informel,Est,118000.0,69,0,0.842,-0.1231,0.3266,0.845,0.7117,0.4073,0,113000.0
563,30,F,semi_urbaine,informel,Nord,216000.0,5,0,1.2265,1.5927,-0.4328,0.234,0.7936,0.2347,0,216000.0
564,22,F,semi_urbaine,formel,Nord,175000.0,9,0,-0.2377,0.584,0.8485,-0.7994,0.5195,0.5936,0,155000.0
565,31,M,semi_urbaine,informel,Est,144000.0,69,0,0.3313,0.4003,-0.7449,-1.223,0.801,0.1167,0,144000.0
566,25,F,urbaine,informel,Est,75000.0,16,0,-0.1302,-0.7508,-0.3027,2.1118,0.6297,0.3095,0,75000.0
567,26,F,urbaine,informel,Littoral,44000.0,74,0,-1.311,-1.3705,1.1722,0.3252,0.6893,0.5384,0,38000.0
568,19,F,urbaine,informel,Nord,84000.0,13,1,-0.7746,-0.6104,0.0386,-0.8241,0.8401,0.4072,1,83000.0
569,35,M,urbaine,informel,Est,251000.0,14,0,1.1133,2.187,-0.3111,0.4618,0.5864,0.1964,0,251000.0
570,33,M,urbaine,formel,Littoral,223000.0,89,0,0.6402,1.233,1.0097,2.1892,0.515,0.354,0,194000.0
571,21,M,urbaine,informel,Nord-Ouest,168000.0,17,1,-0.5908,0.2745,1.5479,0.6205,0.501,0.6969,1,136000.0
572,28,F,urbaine,formel,Littoral,109000.0,87,1,-1.6059,-0.3764,0.7991,-2.7871,0.385,0.4095,1,97000.0
573,32,F,urbaine,formel,Littoral,240000.0,34,0,0.4551,1.5113,0.9312,2.6523,0.4127,0.2781,0,211000.0
574,27,F,semi_urbaine,formel,Nord-Ouest,75000.0,76,1,-1.0264,-0.7577,-0.0724,-1.5492,0.796,0.3641,1,75000.0
575,21,F,urbaine,formel,Extrême-Nord,62000.0,90,1,-0.2873,-0.9671,-0.15,-0.206,0.2729,0.2698,1,62000.0
576,35,F,urbaine,formel,Sud,122000.0,12,1,-0.5072,0.0411,-0.5733,-1.1334,0.3741,0.1346,1,122000.0
577,22,M,semi_urbaine,informel,Adamaoua,267000.0,32,0,0.275,1.9545,0.8477,-0.44,0.8998,0.3733,0,237000.0
578,24,M,semi_urbaine,formel,Nord,270000.0,55,0,2.0719,2.4979,-0.4225,0.5844,0.5268,0.1882,0,270000.0
579,24,M,semi_urbaine,informel,Sud,96000.0,83,1,-0.4532,-0.4512,0.2239,-1.771,0.7848,0.4008,1,93000.0
580,34,F,semi_urbaine,formel,Extrême-Nord,128000.0,18,0,-0.7851,-0.0742,0.7164,0.2098,0.5824,0.1664,0,116000.0
581,27,F,semi_urbaine,informel,Nord-Ouest,38000.0,18,0,-2.1663,-1.6404,1.8447,1.4473,0.801,0.708,0,30000.0
582,30,M,urbaine,informel,Nord,144000.0,35,0,-1.0908,0.078,1.0582,-0.8432,0.7995,0.5851,0,125000.0
583,34,F,urbaine,formel,Extrême-Nord,213000.0,20,1,-1.0279,0.762,1.8839,-1.3903,0.4479,0.2658,1,166000.0
584,34,F,urbaine,informel,Sud-Ouest,167000.0,26,0,0.6431,0.7896,-0.0543,-0.1393,0.7559,0.2827,0,167000.0
585,33,F,semi_urbaine,informel,Sud,175000.0,13,0,1.1515,0.9107,-1.195,-0.0383,0.715,0.1599,0,175000.0
586,34,M,semi_urbaine,informel,Adamaoua,130000.0,79,0,-0.3464,-0.1974,1.3481,-0.2952,0.6674,0.6369,0,108000.0
587,35,M,urbaine,formel,Nord,189000.0,76,0,1.515,1.156,-0.7,-1.1883,0.359,0.1902,0,189000.0
588,35,F,urbaine,informel,Extrême-Nord,82000.0,14,0,-0.7523,-0.7006,0.319,0.5192,0.4635,0.2871,0,78000.0
589,29,M,urbaine,informel,Est,152000.0,51,0,1.7354,0.537,-1.1286,0.5953,0.7058,0.0666,0,152000.0
590,20,M,urbaine,formel,Nord-Ouest,126000.0,62,0,0.2433,0.0928,-0.8072,-1.0656,0.4602,0.0428,0,126000.0
591,20,M,urbaine,informel,Est,148000.0,60,0,0.9704,0.4595,-0.8732,-0.9273,0.6451,0.2441,0,148000.0
592,32,M,urbaine,formel,Sud,179000.0,94,0,1.3415,0.9785,-0.3402,0.1365,0.4707,0.2343,0,179000.0
593,23,F,semi_urbaine,informel,Ouest,129000.0,61,0,-0.9038,0.0688,0.246,-0.665,0.703,0.4806,0,124000.0
594,32,M,urbaine,formel,Est,210000.0,66,0,0.4903,1.3945,0.1909,0.1787,0.5046,0.1732,0,204000.0
595,34,F,semi_urbaine,formel,Extrême-Nord,74000.0,4,1,-1.4583,-0.9704,1.3361,1.768,0.4819,0.595,1,62000.0
596,29,M,semi_urbaine,informel,Ouest,67000.0,8,0,-2.1523,-1.0649,1.3488,0.2402,0.8597,0.3346,0,56000.0
597,31,M,urbaine,informel,Nord,104000.0,59,0,0.513,-0.2701,-1.0039,-1.2136,0.5915,0.0813,0,104000.0
598,23,M,urbaine,informel,Ouest,40000.0,87,0,-0.3997,-1.4433,1.2599,0.3921,0.7594,0.5522,0,33000.0
599,25,M,semi_urbaine,informel,Adamaoua,107000.0,38,0,-0.7604,-0.4069,0.774,0.1223,0.811,0.5236,0,96000.0
600,35,M,urbaine,formel,Centre,134000.0,62,0,0.5077,0.2254,-0.0026,-0.1502,0.4763,0.4268,0,134000.0
601,32,M,semi_urbaine,formel,Nord-Ouest,238000.0,20,0,1.6119,1.9097,0.0916,0.7753,0.5716,0.204,0,235000.0
602,21,M,urbaine,formel,Sud,171000.0,44,0,0.5382,0.7425,0.2652,0.691,0.3033,0.1707,0,165000.0
603,34,M,semi_urbaine,informel,Centre,182000.0,72,0,0.8448,1.0294,-0.0263,0.3355,0.8279,0.1717,0,182000.0
604,26,F,semi_urbaine,formel,Extrême-Nord,174000.0,63,0,0.636,0.9017,-0.0631,0.2393,0.5962,0.1456,0,174000.0
605,33,M,urbaine,informel,Nord-Ouest,112000.0,11,0,-0.7545,-0.5357,1.8259,2.0635,0.7099,0.8782,0,88000.0
606,27,M,urbaine,formel,Nord-Ouest,164000.0,84,0,1.6818,0.7337,-0.5967,1.2006,0.5362,0.2005,0,164000.0
607,28,F,semi_urbaine,formel,Sud,200000.0,89,0,2.0647,1.3294,-0.9309,1.1335,0.495,0.1869,0,200000.0
608,20,M,urbaine,formel,Nord,228000.0,46,0,1.1764,1.7934,0.0174,0.1312,0.3955,0.1935,0,228000.0
609,24,M,urbaine,formel,Littoral,148000.0,33,0,0.492,0.4677,-1.0192,-1.0057,0.5567,0.0981,0,148000.0
610,31,M,urbaine,formel,Centre,57000.0,51,0,0.2434,-1.0475,-1.6466,1.1274,0.3811,0.0861,0,57000.0
611,33,M,urbaine,informel,Nord,31000.0,77,1,-0.528,-1.7178,0.3005,0.1443,0.7248,0.2625,1,30000.0
612,19,F,semi_urbaine,formel,Extrême-Nord,169000.0,43,0,-1.3335,0.2736,1.5767,-0.2772,0.6405,0.4861,0,136000.0
613,19,M,semi_urbaine,informel,Centre,33000.0,3,0,-1.6351,-2.3379,0.6392,0.0569,0.8888,0.3037,0,30000.0
614,30,F,urbaine,informel,Est,256000.0,7,0,0.2537,1.7951,0.8171,-0.9662,0.6925,0.3698,0,228000.0
615,26,M,semi_urbaine,informel,Sud,156000.0,78,0,1.4162,0.5969,-1.4673,1.3573,0.8142,0.0919,0,156000.0
616,33,M,urbaine,informel,Ouest,95000.0,75,0,-0.7876,-0.6357,1.0536,0.683,0.5776,0.3671,0,82000.0
617,19,F,urbaine,formel,Est,92000.0,74,0,0.6154,-0.5096,0.2025,0.1816,0.5456,0.2797,0,89000.0
618,24,F,urbaine,formel,Littoral,218000.0,13,0,0.9895,1.6281,-0.5406,-0.0428,0.6216,0.1658,0,218000.0
619,18,F,semi_urbaine,formel,Est,93000.0,17,0,-1.1641,-0.5136,0.3125,-0.3807,0.6622,0.2448,0,89000.0
620,30,F,urbaine,informel,Ouest,66000.0,38,1,-1.4065,-1.0182,0.8109,-2.1301,0.7038,0.3172,1,59000.0
621,33,F,urbaine,informel,Nord,74000.0,22,0,-0.9713,-0.7659,-0.4339,-1.4129,0.6279,0.2096,0,74000.0
622,20,F,urbaine,formel,Sud-Ouest,174000.0,37,1,-0.8168,0.7141,0.4366,-0.7426,0.5239,0.2297,1,163000.0
623,23,F,semi_urbaine,informel,Est,202000.0,54,0,-0.7072,0.6208,1.8788,-0.593,0.9085,0.6724,0,157000.0
624,33,F,urbaine,informel,Ouest,204000.0,27,0,0.0602,1.1927,0.4221,0.2894,0.7504,0.5097,0,192000.0
625,18,M,urbaine,informel,Est,183000.0,12,0,0.8768,1.045,-0.2198,0.8115,0.7388,0.1246,0,183000.0
626,35,F,semi_urbaine,informel,Nord,129000.0,39,0,-0.5397,0.0008,0.474,0.1716,0.7578,0.675,0,120000.0
627,33,F,urbaine,informel,Ouest,221000.0,69,0,0.5151,1.0205,1.4621,1.4089,0.5372,0.5677,0,181000.0
628,20,F,urbaine,informel,Extrême-Nord,80000.0,59,0,-0.0745,-0.671,-0.5863,-0.7829,0.6999,0.2174,0,80000.0
629,20,M,urbaine,informel,Extrême-Nord,36000.0,31,1,-2.7526,-1.8209,1.2282,-0.1355,0.748,0.4143,1,30000.0
630,30,F,urbaine,formel,Nord,116000.0,30,0,0.3571,-0.0711,-0.5718,-0.051,0.5313,0.2443,0,116000.0
631,18,M,urbaine,formel,Littoral,114000.0,56,0,-0.0205,-0.2063,0.3654,1.0922,0.6165,0.2599,0,108000.0
632,27,F,semi_urbaine,informel,Nord,83000.0,17,0,0.1003,-0.632,0.0713,0.4059,0.6782,0.2364,0,82000.0
633,19,F,semi_urbaine,informel,Sud,63000.0,80,1,-0.0811,-0.9594,0.1103,0.4336,0.8865,0.2234,1,62000.0
634,27,F,semi_urbaine,formel,Centre,160000.0,83,0,-0.7939,0.1389,1.6407,-1.3548,0.588,0.5039,0,128000.0
635,24,F,semi_urbaine,informel,Centre,157000.0,3,0,0.1276,0.62,-0.7666,-0.5999,0.7123,0.1917,0,157000.0
636,30,M,urbaine,formel,Est,282000.0,93,0,1.2395,2.3153,0.6036,1.096,0.591,0.3423,0,259000.0
637,33,F,urbaine,informel,Centre,41000.0,3,0,-3.2223,-1.7253,2.3861,-2.0753,0.7741,0.7547,0,30000.0
638,26,F,semi_urbaine,formel,Sud-Ouest,88000.0,44,0,-0.4808,-0.6877,0.8131,1.643,0.6377,0.2699,0,79000.0
639,29,M,urbaine,informel,Nord-Ouest,73000.0,64,0,0.7491,-0.7914,-0.6854,0.4997,0.7286,0.1112,0,73000.0
640,28,M,semi_urbaine,informel,Nord,166000.0,32,0,0.5343,0.7657,-0.6138,-0.4475,0.8389,0.1384,0,166000.0
641,35,M,semi_urbaine,formel,Sud-Ouest,144000.0,20,0,-0.1489,0.3951,-0.6123,-0.532,0.6966,0.1715,0,144000.0
642,22,M,urbaine,formel,Centre,117000.0,5,0,-0.1798,-0.1241,0.2743,1.896,0.5819,0.3417,0,113000.0
643,22,M,urbaine,informel,Nord-Ouest,183000.0,70,0,0.8259,0.7167,0.836,1.4114,0.5505,0.5574,0,163000.0
644,24,F,urbaine,formel,Extrême-Nord,213000.0,4,0,1.1951,1.5564,-1.1293,-0.1194,0.712,0.0897,0,213000.0
645,31,M,urbaine,formel,Adamaoua,155000.0,47,0,0.7642,0.5812,-0.7628,0.1346,0.5497,0.1472,0,155000.0
646,33,F,urbaine,informel,Adamaoua,71000.0,38,0,-0.1545,-0.8162,-0.1993,-0.6462,0.561,0.2175,0,71000.0
647,23,F,urbaine,formel,Nord,172000.0,92,0,0.5485,0.8703,-0.109,0.1348,0.3586,0.0799,0,172000.0
648,19,M,semi_urbaine,formel,Centre,187000.0,89,1,-1.7085,0.3667,2.1277,-0.3739,0.7149,0.619,1,142000.0
649,28,M,semi_urbaine,formel,Nord,142000.0,78,0,0.6642,0.359,-0.8219,0.2215,0.5566,0.0941,0,142000.0
650,28,M,semi_urbaine,informel,Littoral,89000.0,70,0,0.8025,-0.5124,-0.3155,2.1103,0.8072,0.1293,0,89000.0
651,24,F,urbaine,formel,Sud,211000.0,52,0,1.3777,1.525,-1.0196,-0.0956,0.5675,0.0719,0,211000.0
652,21,M,urbaine,formel,Littoral,189000.0,34,0,-0.8942,0.8499,0.7215,-1.048,0.4297,0.3613,0,171000.0
653,33,F,urbaine,formel,Est,219000.0,16,0,0.6765,1.6357,0.0141,-1.3664,0.2773,0.1227,0,218000.0
654,33,M,urbaine,formel,Extrême-Nord,236000.0,92,0,1.9267,1.9363,-0.8065,0.1271,0.4484,0.0793,0,236000.0
655,31,M,semi_urbaine,formel,Ouest,184000.0,37,0,0.7031,1.059,-0.2628,-0.4609,0.5,0.3526,0,184000.0
656,28,M,urbaine,formel,Est,126000.0,41,0,0.691,0.0935,-0.6995,0.2466,0.46,0.0526,0,126000.0
657,22,M,urbaine,formel,Nord-Ouest,230000.0,14,0,-0.4495,1.6403,0.362,-1.6195,0.3307,0.2527,0,218000.0
658,25,M,semi_urbaine,formel,Sud-Ouest,261000.0,27,0,-0.7854,1.0657,2.8012,0.9903,0.5843,0.6275,0,184000.0
659,19,F,urbaine,informel,Littoral,326000.0,61,0,0.8048,2.6034,1.2088,-1.0602,0.7899,0.4102,0,276000.0
660,22,F,urbaine,formel,Nord,175000.0,41,0,0.8991,0.9101,0.0204,0.0463,0.567,0.1978,0,175000.0
661,26,F,urbaine,formel,Sud,198000.0,56,0,1.2993,1.2977,-0.5923,-0.3383,0.3634,0.0812,0,198000.0
662,25,M,semi_urbaine,informel,Nord-Ouest,137000.0,21,0,1.2458,0.2904,-0.7062,2.0184,0.6862,0.2157,0,137000.0
663,19,F,semi_urbaine,informel,Ouest,138000.0,8,0,-1.5764,-0.0991,1.3994,0.4715,0.8284,0.7446,0,114000.0
664,35,F,urbaine,informel,Nord-Ouest,125000.0,85,0,-0.0888,-0.2588,1.3136,1.9455,0.6713,0.6654,0,104000.0
665,22,M,semi_urbaine,formel,Ouest,174000.0,42,0,0.5963,0.8942,-0.3294,0.8607,0.6834,0.2726,0,174000.0
666,27,M,semi_urbaine,formel,Ouest,224000.0,35,0,0.752,1.1212,1.3205,1.7254,0.5359,0.281,0,187000.0
667,26,M,semi_urbaine,formel,Sud-Ouest,230000.0,28,0,1.2091,1.7544,0.1494,0.0912,0.6416,0.2123,0,225000.0
668,26,M,urbaine,formel,Littoral,198000.0,63,1,-0.1608,0.9089,0.9032,0.3455,0.6421,0.4485,1,175000.0
669,33,M,urbaine,formel,Sud-Ouest,136000.0,54,0,0.2686,0.1371,0.3814,1.2186,0.4262,0.3932,0,128000.0
670,31,F,semi_urbaine,informel,Nord,107000.0,37,0,-0.0169,-0.3269,0.4402,1.205,0.5866,0.6102,0,100000.0
671,33,M,urbaine,formel,Ouest,77000.0,89,0,0.8985,-0.7229,-0.8697,0.531,0.4259,0.1913,0,77000.0
672,24,M,semi_urbaine,informel,Nord-Ouest,237000.0,86,0,0.229,1.6612,0.5382,-0.0279,0.9185,0.5056,0,220000.0
673,22,M,semi_urbaine,formel,Nord,141000.0,19,1,-1.4177,0.0588,0.9382,0.1412,0.4808,0.7548,1,124000.0
674,25,F,urbaine,formel,Extrême-Nord,214000.0,62,0,1.5705,1.5674,-0.4141,1.1377,0.4704,0.1659,0,214000.0
675,28,M,semi_urbaine,informel,Nord-Ouest,159000.0,92,1,-0.6197,0.2766,1.0918,1.6459,0.7601,0.4524,1,137000.0
676,24,M,semi_urbaine,informel,Extrême-Nord,138000.0,47,0,0.4179,0.3037,-0.4208,-0.2929,0.8097,0.2189,0,138000.0
677,26,M,semi_urbaine,formel,Ouest,169000.0,3,0,-0.4337,0.4826,0.906,-0.4438,0.6296,0.2624,0,149000.0
678,20,F,urbaine,informel,Adamaoua,83000.0,13,0,-1.0076,-0.7878,0.9766,-0.9041,0.8181,0.4799,0,73000.0
679,28,M,semi_urbaine,formel,Ouest,98000.0,64,0,0.6987,-0.3685,-1.0819,1.1297,0.6009,0.0352,0,98000.0
680,30,M,urbaine,formel,Ouest,260000.0,86,0,1.3658,2.3285,-0.1072,-0.9295,0.5839,0.1526,0,260000.0
681,27,M,semi_urbaine,informel,Adamaoua,157000.0,13,1,-0.4912,0.114,1.5866,1.1176,0.7758,0.5887,1,127000.0
682,33,F,semi_urbaine,formel,Nord,224000.0,52,0,1.5175,1.7253,-1.1578,0.8457,0.5062,0.1453,0,224000.0
683,35,M,semi_urbaine,formel,Extrême-Nord,239000.0,48,0,1.9526,1.9849,-0.981,-0.2451,0.4499,0.18,0,239000.0
684,34,M,urbaine,informel,Centre,103000.0,28,0,-0.0404,-0.4108,0.5088,1.5639,0.3913,0.246,0,95000.0
685,19,F,urbaine,formel,Extrême-Nord,242000.0,61,0,-1.3316,1.0235,2.2435,-1.4623,0.551,0.8771,0,181000.0
686,33,M,urbaine,formel,Adamaoua,159000.0,84,0,1.4752,0.645,-0.5422,1.6595,0.6518,0.1546,0,159000.0
687,24,F,urbaine,formel,Nord-Ouest,94000.0,23,0,-0.7268,-0.5572,0.6017,0.3189,0.5322,0.3511,0,87000.0
688,26,M,urbaine,informel,Sud,124000.0,6,1,-1.1987,-0.1855,0.9093,-2.0735,0.7459,0.2401,1,109000.0
689,25,F,urbaine,informel,Adamaoua,156000.0,35,0,0.6023,0.5875,0.0378,1.5919,0.6365,0.2078,0,155000.0
690,23,M,urbaine,formel,Ouest,131000.0,30,0,0.2073,0.101,0.2517,0.9722,0.4529,0.3909,0,126000.0
691,33,M,semi_urbaine,formel,Nord,137000.0,70,0,0.2457,0.2752,-0.3145,-0.1282,0.6665,0.1852,0,137000.0
692,29,M,semi_urbaine,informel,Centre,115000.0,51,0,-0.7667,-0.1734,0.3229,-0.6647,0.9036,0.3442,0,110000.0
693,35,M,urbaine,formel,Extrême-Nord,283000.0,2,0,1.7442,2.7115,-1.5475,-1.5691,0.5689,0.072,0,283000.0
694,35,M,semi_urbaine,informel,Nord-Ouest,33000.0,33,0,-0.9309,-1.834,0.6371,2.7154,0.8078,0.2154,0,30000.0
695,25,F,semi_urbaine,informel,Nord-Ouest,185000.0,70,0,-0.3921,0.5016,1.559,-0.6234,0.7997,0.5854,0,150000.0
696,31,F,urbaine,formel,Nord-Ouest,144000.0,46,0,-0.0396,0.3467,0.1461,-1.2636,0.4431,0.4198,0,141000.0
697,27,M,urbaine,formel,Littoral,138000.0,54,0,-0.8387,-0.0407,1.1624,0.2679,0.3597,0.5983,0,118000.0
698,26,M,semi_urbaine,formel,Extrême-Nord,153000.0,26,0,-0.6425,0.3221,0.6659,-1.3379,0.4278,0.3152,0,139000.0
699,31,F,semi_urbaine,formel,Nord-Ouest,197000.0,31,0,0.1239,1.2674,0.0257,-0.6815,0.4264,0.4161,0,196000.0
700,30,F,semi_urbaine,formel,Ouest,199000.0,13,0,0.6611,1.3245,-0.5118,1.295,0.5805,0.0747,0,199000.0
701,34,M,semi_urbaine,informel,Sud-Ouest,134000.0,8,0,-0.1804,0.186,0.1568,0.7642,0.7152,0.1912,0,131000.0
702,31,M,semi_urbaine,formel,Est,222000.0,4,0,1.4789,1.6927,-1.3935,-0.0864,0.3851,0.1922,0,222000.0
703,29,F,urbaine,informel,Sud-Ouest,207000.0,60,0,0.7704,1.2688,0.3627,0.0183,0.649,0.419,0,196000.0
704,34,F,semi_urbaine,informel,Nord-Ouest,189000.0,15,0,-0.1802,0.8164,0.7885,-0.1425,0.7125,0.3861,0,169000.0
705,19,F,urbaine,formel,Sud,156000.0,55,0,-0.6552,0.0538,1.79,-0.062,0.3729,0.569,0,123000.0
706,31,M,semi_urbaine,formel,Extrême-Nord,203000.0,91,0,0.0165,1.0944,0.6324,-0.4618,0.5204,0.2288,0,186000.0
707,25,F,urbaine,formel,Extrême-Nord,186000.0,67,0,0.9031,1.0992,-0.7794,-0.5802,0.4271,0.1376,0,186000.0
708,25,M,urbaine,informel,Extrême-Nord,71000.0,55,1,0.5384,-0.8156,-0.8168,-0.6107,0.6126,0.1657,0,71000.0
709,32,F,semi_urbaine,formel,Nord-Ouest,62000.0,12,0,-1.478,-0.9694,-0.0731,-0.4259,0.6674,0.2052,0,62000.0
710,22,F,urbaine,informel,Est,36000.0,47,0,-1.7514,-2.0228,1.4075,1.0439,0.4788,0.3943,0,30000.0
711,33,M,semi_urbaine,informel,Ouest,131000.0,85,0,0.0029,0.0699,0.3847,1.0701,0.5267,0.3787,0,124000.0
712,26,M,urbaine,informel,Est,162000.0,37,0,-0.9215,0.298,1.1772,-0.9324,0.6759,0.4358,0,138000.0
